id,start-date,submit-date,network,age-group,country,years-php,years-programming,education,numframeworks,fw-work-choice,fw-work-other,fw-work-reason-easy,fw-work-reason-community,fw-work-reason-tutorials,fw-work-reason-tested,fw-work-reason-features,fw-work-reason-forced,fw-work-reason-other,fw-work-reason-other-why,fw-personal-choice,fw-personal-other,fw-personal-reason-easy,fw-personal-reason-community,fw-personal-reason-tutorials,fw-personal-reason-tested,fw-personal-reason-features,fw-personal-reason-other,fw-personal-reason-other-why,contributes,laravel,yii1,yii2,zf1,zf2,symfony2,phalcon,aura,slim,silex,webiny,cake,fuel,kohana,ci,prado,phpixie,flight,simple,typo,nette,agavi,other
37809,"2015-03-18 09:16:42","2015-03-18 09:23:37",8e3844efe0fbe326eb6d800a9688f4e2090f67c1,3,Uzbekistan,3,3,4,1,"Yii 2",,1,1,1,,,,,,"Yii 2",,1,1,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37813,"2015-03-18 09:20:21","2015-03-18 09:23:58",c259b9dd4f9600a6873328b8a62820c9627ab2b9,2,Switzerland,8,8,5,5,"We use a CMS for everything",,,,,,1,1,1,"Most projects need some form of content management functionality at one point and that's free lunch when going with a CMS.",Symfony2,,,1,,1,1,1,"Feels more mature and stable than others",No,,,,,,,,,,,,,,,,,,,,,,,
37818,"2015-03-18 09:24:04","2015-03-18 09:28:50",8c1536f907bfec486c8d8ea744143cda574f2044,4,Spain,12,20,4,3,Laravel,,,1,1,,1,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37833,"2015-03-18 09:31:15","2015-03-18 09:35:19",320a1d1eb5cb6b2463251a62d04e506b34d148d3,3,Indonesia,4,11,4,3,"Yii 2",,1,1,,,1,,,,"Yii 2",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
37834,"2015-03-18 09:32:07","2015-03-18 09:35:21",98308c21971ee41b324a182552329bea60bc0ef3,2,Indonesia,3,4,2,2,CodeIgniter,,,1,,,,1,,,CodeIgniter,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37840,"2015-03-18 09:39:35","2015-03-18 09:42:27",d090f67a132548140b21e230831877da0cbc6777,2,Hungary,6,6,4,3,"Zend Framework 2",,,1,1,1,1,,,,"Zend Framework 2",,,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
37842,"2015-03-18 09:40:18","2015-03-18 09:42:37",10b1ece165f54b7ce3df4935145aa50642f2df29,2,Netherlands,6,8,6,4,Kohana,,1,,,,,,,,,phalcon,,,,,,1,"Easy of use, and mainly performance",No,,,,,,,,,,,,,,,,,,,,,,,
37862,"2015-03-18 09:57:25","2015-03-18 10:01:14",e985fc784eeb9cb653273e7ada435eccf51adf60,3,"Russian Federation",2,13,5,1,"No Framework",,,,,,,1,1,,"Yii 1",,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37869,"2015-03-18 10:10:16","2015-03-18 10:14:07",e2dfb08cb3cd6904bba60e483bee8abb15faf60a,3,"United States",5,9,5,1,"We use a CMS for everything",,,,,,,1,,,Slim,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37875,"2015-03-18 10:15:09","2015-03-18 10:16:09",0b75875328cf1eee8b30f8ebfe2fdbd261ce6c3e,2,"Czech Republic",7,10,4,2,Nette,,1,,,,,,,,Nette,,1,1,,,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
37877,"2015-03-18 10:15:40","2015-03-18 10:20:55",3b0dd99dfdaeda97264831e6e12285fbe68f7995,3,"United Kingdom",5,10,5,5,"Company Internal Framework",,,,,,,,1,Fast,"Company Internal Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37883,"2015-03-18 10:19:29","2015-03-18 10:22:07",3b954883b10de0adb1ded5382eb97f68c4709a1c,3,"Czech Republic",10,10,4,3,Nette,,,,,1,1,1,,,Nette,,,,,1,1,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,,,,,,,1,,
37900,"2015-03-18 10:41:04","2015-03-18 10:44:18",9a4847458d76de2d846e204e99d9525225c10d41,4,"United States",10,10,5,3,Laravel,,,,,,1,,,,Laravel,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
37915,"2015-03-18 10:52:54","2015-03-18 10:56:00",18690572c4e91213b5757e0f3276346b890c01af,4,"United States",3,8,1,1,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
37917,"2015-03-18 10:55:00","2015-03-18 10:57:27",2fc88d369c87836929bcef4d1016c8976d9b30df,3,"Russian Federation",5,16,5,1,Slim,,1,,,,,,,,Slim,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37923,"2015-03-18 11:03:53","2015-03-18 11:08:16",dcac32bdcc13294eebd819263e1bb7f90c1419a9,5,Japan,15,23,1,3,"Yii 1",,1,,,1,,,,,"Yii 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37939,"2015-03-18 11:19:31","2015-03-18 11:22:11",d9c7673032f8fd75d90edb4fe260dd3fc39a74a0,2,Austria,5,6,1,1,Symfony2,,1,1,,,,,,,Symfony2,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37955,"2015-03-18 11:34:59","2015-03-18 11:35:45",91793f4e3fc5569c8059547b40c001c2a410add0,3,"Czech Republic",6,10,1,3,"Company Internal Framework",,1,,,1,,1,,,Nette,,1,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
37963,"2015-03-18 11:47:36","2015-03-18 11:52:34",e115c64fd9f686629544363ea1e22718a918b39a,3,Romania,8,12,4,4,Laravel,,1,1,,1,1,,,,Laravel,,1,1,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
37994,"2015-03-18 12:19:51","2015-03-18 12:22:23",96de4cf0ac9cc20e7d7171bd1ef0ad4f3f889f22,3,"United States",13,15,4,5,Symfony2,,,,1,,1,,,,Silex,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38008,"2015-03-18 12:34:26","2015-03-18 12:37:05",768313d6eadaa76b6525c38eb2cc42c080e2ee83,2,"Russian Federation",5,5,5,5,Symfony2,,1,1,,,1,1,,,Symfony2,,,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38031,"2015-03-18 13:04:00","2015-03-18 13:07:38",47d01d1d80f2f58ff104f99b7a9805ffd97436bc,3,Netherlands,14,14,4,3,Laravel,,1,,,,1,,,,Laravel,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38040,"2015-03-18 13:13:07","2015-03-18 13:17:45",f9a31f78a30c284c4b6dfc12d887b8a47d383a31,3,"Czech Republic",10,11,1,3,Phalcon,,,,,,,,1,"fastest PHP framework",Phalcon,,,,,,,1,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,,,,,,,1,,
38044,"2015-03-18 13:20:00","2015-03-18 13:23:23",a20c10c29822e7236272f67c36e4a4656a6634f2,3,India,9,13,2,3,"Yii 1",,1,1,1,1,1,,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38048,"2015-03-18 13:25:07","2015-03-18 13:29:10",baec088133e6934b31bf8c4c9bf12e3a5636c724,3,"Czech Republic",15,17,4,5,,"Nette Framework",1,1,,1,,,,,,"Nette Framework",1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38050,"2015-03-18 13:29:10","2015-03-18 13:34:06",c325f0a27aeceb93098f2d2054c053b208460a7d,3,Romania,7,7,5,4,"Zend Framework 2",,,,,,1,,1,,"Zend Framework 2",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38062,"2015-03-18 13:38:34","2015-03-18 13:43:42",935e400503659804afe9d21613b338335d79aad1,3,Romania,8,10,2,1,"Company Internal Framework",,,,,1,,1,,,"No Framework",,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38074,"2015-03-18 13:46:06","2015-03-18 13:48:04",bd8e733294551bfd2039dff896bf84027d20cb66,2,"Russian Federation",2,5,1,2,Symfony2,,,1,,,,,,,Symfony2,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38076,"2015-03-18 13:47:42","2015-03-18 13:48:58",45c37f451dcdcb7d56007d910174d8ef59c2c2de,3,"Russian Federation",3,3,3,1,Laravel,,1,,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38083,"2015-03-18 13:54:58","2015-03-18 14:08:49",628709efe7c04087086bd04acd8b1f22298f9686,2,Nepal,2,4,4,3,"Zend Framework 2",,1,,1,1,1,,,,"Zend Framework 2",,1,,1,1,,1,"ZF2 is really flexible and can be used to create modular application for enterprise-level which can be scalable.","Yes, I help with code (including tests)",,,,,1,1,,,,,,,,,,,,,,,,,
38085,"2015-03-18 13:57:48","2015-03-18 14:00:31",a8eb1953a8acdd16ace3f7e111b8c21bd7e8fe8c,2,"Czech Republic",9,12,6,4,,"Nette Framework",1,1,,,1,,,,,"Nette Framework",1,,,,1,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,,,,,,,1,,
38087,"2015-03-18 13:58:41","2015-03-18 14:02:45",4cf1c13abf62f4de4f4064d99fb4613673abf356,3,"Czech Republic",8,10,4,2,Nette,,1,1,,1,,,,,Nette,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38089,"2015-03-18 13:59:44","2015-03-18 14:02:24",3da7952e18c6c46c28764d0d908e1cddadfbc578,3,"United States",7,7,5,4,Laravel,,1,,1,,,,,,Laravel,,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38090,"2015-03-18 13:59:09","2015-03-18 14:02:27",0d821a3b32b3b88a2e9d5e7140326ec8da1ceba1,3,Romania,7,7,5,4,"No Framework",,1,,,,,1,,,"I use a CMS for all my work",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38098,"2015-03-18 14:05:05","2015-03-18 14:08:12",bd130c28e2f85d5c8a9f9d7551908db3a2e6da1e,2,Sweden,10,10,5,1,Laravel,,,1,,,,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38099,"2015-03-18 14:10:08","2015-03-18 14:15:14",b41674433da0c01204aa57a335bb3aad954e4091,2,Romania,3,6,5,3,"Company Internal Framework",,,,,,,1,,,Phalcon,,1,,,,1,1,"For a fully featured framework is the fastest from all PHP Frameworks, has a vast nicely explained documentation and a helpful community",No,,,,,,,,,,,,,,,,,,,,,,,
38105,"2015-03-18 14:15:47","2015-03-18 14:48:00",d34a244d9e8faf76d4d768bd97a07e79b48550d7,5,"Russian Federation",3,8,5,2,"Yii 1",,,,,,,1,,,"Yii 2",,1,,,,,,,"Yes, I help with both code and documentation",,1,1,,,,,,,,,,,,,,,,,,,,
38136,"2015-03-18 14:39:43","2015-03-18 14:46:15",4f43eceed3694c25385c50663502dfe6745dbee4,2,"Czech Republic",3,3,3,1,Nette,,1,1,,1,,,,,Nette,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38150,"2015-03-18 14:54:12","2015-03-18 14:57:05",190997f1c442c280633a45995b86e983a1d52233,3,Ukraine,2,2,3,3,Symfony2,,1,1,1,,1,,,,Symfony2,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38154,"2015-03-18 15:02:37","2015-03-18 15:08:57",6bba15f5fdbdd0add04342ba6037ea6254181613,3,Belarus,4,5,5,4,"Yii 1",,1,,1,,,,,,Symfony2,,1,,1,,1,,,"Yes, I help with both code and documentation",1,1,,,1,1,,,,,,,,,1,,,,,,,,
38179,"2015-03-18 15:24:04","2015-03-18 15:28:52",ddd16c47faed7d7a68d0aae6e8c9f61b34324121,3,"United Kingdom",7,10,5,3,"No Framework",,1,,,,,1,,,Symfony2,,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38180,"2015-03-18 15:25:08","2015-03-18 15:28:14",25451cdf3b087c12785aa464c8d8b399c448adbc,2,Ukraine,3,4,5,4,"Yii 2",,1,1,,,,,,,Laravel,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38185,"2015-03-18 15:26:24","2015-03-18 15:29:35",ead7d4a2cfb68bb4719cef104a67952fcd5bcd40,3,"United States",5,10,5,2,CodeIgniter,,1,,,,,,1,"Network lacks internet access which removes frameworks reliant on composer. CodeIgniter allowed for an all in one package.",Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38207,"2015-03-18 15:44:46","2015-03-18 16:00:36",851fad126eb3236d1f40c70b29d245ec81ba677a,3,Ukraine,6,8,3,1,"No Framework",,1,,,,,,,,Laravel,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38215,"2015-03-18 15:50:01","2015-03-18 15:56:49",a63016a333a611d81f74792e2180b57cc2a4023f,3,"Russian Federation",6,6,2,3,"Yii 1",,1,1,,,,,1,"Convenience, clear architecture, ease of learning","Yii 1",,1,1,,,,1,"Convenience, clear architecture, ease of learning","Yes, I help with both code and documentation",,1,1,1,,,,,,,,,,,,,,,,,,,
38224,"2015-03-18 16:00:11","2015-03-18 16:03:03",5438810971f91f0c0858eb4c1a534b2b36289acd,3,Indonesia,2,2,1,2,CodeIgniter,,1,,,,,,,,"Zend Framework 1",,1,,,,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,1,,,,,,,,
38225,"2015-03-18 16:00:14","2015-03-18 16:10:27",cbf1d82562964d7e77e08f56e9054a4397dc7678,4,"United Kingdom",8,10,4,4,"Company Internal Framework",,1,,,,,,1,"Less bloat than mainstream frameworks","Company Internal Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38248,"2015-03-18 16:19:51","2015-03-18 16:27:05",d6249974d8690e8c831823d695b4c2fceebb6fa5,2,Indonesia,4,4,5,10,CodeIgniter,,1,1,1,,,,,,CodeIgniter,,1,1,1,,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,1,,,,,,,,
38260,"2015-03-18 16:26:18","2015-03-18 16:29:17",8c7b190c8a189384a1fba995417b0b57120189b4,2,Ukraine,7,10,5,7,"Yii 1",,1,,,,,,,,Symfony2,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38274,"2015-03-18 16:36:56","2015-03-18 16:40:27",0ab688cc44ecd2f8f94d9783f764177a550614bb,3,Ukraine,11,20,6,8,"Yii 2",,1,1,1,1,1,,,,"Yii 2",,1,1,1,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38287,"2015-03-18 16:47:06","2015-03-18 16:49:17",92c5534bf4387bd65ca29cd8af6bc9ead185401d,3,"United States",1,1,2,1,"We use a CMS for everything",,,,,,,1,,,"No Framework",,,,,,,1,34,No,,,,,,,,,,,,,,,,,,,,,,,
38294,"2015-03-18 16:55:35","2015-03-18 16:58:50",0ec7dd2a13f0e0ac3a0fa855e19bd6c9710bfb2d,2,Hungary,12,16,4,5,CodeIgniter,,1,1,,1,1,,,,CodeIgniter,,1,1,,1,,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,1,,,,,,,,
38303,"2015-03-18 17:00:13","2015-03-18 17:03:37",7dc434b914a734f2ee696c0199e19828caa35cee,3,Germany,15,23,4,2,CodeIgniter,,1,,,,,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38305,"2015-03-18 17:02:04","2015-03-18 17:05:37",61dcfd2caad22b6692d7d2334ac0ceaff90bacd6,3,"United Kingdom",3,6,5,4,"Zend Framework 1",,,,,,,1,,,"Zend Framework 2",,,,,,,1,"It's the framework that I'm most familiar with. I've recently started using Laravel though, and am thinking of switching over to that.",No,,,,,,,,,,,,,,,,,,,,,,,
38314,"2015-03-18 17:05:35","2015-03-18 17:17:39",fc27fe25ae5c8f6dab0b0c1c91d3c1474bc0af6d,4,"United States",9,12,3,3,CodeIgniter,,1,,,1,,,1,"It's simple to use and debug with less ""magic"" going on. Good baseline performance out of the gate. Since I work with multiple clients, it's nice to have a framework that ""just works"" anywhere they need it to, be it a shared host, a VPS or dedicated machine. When combined with the flexibility of Composer, I haven't found much I can't do in a very straightforward manner.",CodeIgniter,,1,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38323,"2015-03-18 17:12:44","2015-03-18 17:15:00",f4b3ee2b97d6c65fc646bf4318b46a62050e695e,2,Indonesia,2,2,5,1,"Yii 1",,1,,,,,,,,"Yii 1",,1,,,,,,,"Yes, I help with code (including tests)",,1,1,,1,,,,,,,,,,,,,,,,,,
38327,"2015-03-18 17:18:58","2015-03-18 17:23:38",d2055f5267e2e81dc11b0aaba3553607ebe15e6d,3,Tajikistan,7,9,5,3,CodeIgniter,,1,,1,,,1,,,Laravel,,,,,,1,1,"It used the latest PHP features itself.",No,,,,,,,,,,,,,,,,,,,,,,,
38338,"2015-03-18 17:25:19","2015-03-18 17:27:46",d5a0a621f40e3d697bd7151867dc094aa00bea62,2,"Czech Republic",1,5,1,1,Nette,,1,,,,,,,,Nette,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38340,"2015-03-18 17:26:57","2015-03-18 17:32:21",ea8c445cd0cf51591ca8348d3664ab4951fd4a5b,4,Germany,16,17,4,5,"Zend Framework 1",,,1,,,,,,,Laravel,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38344,"2015-03-18 17:30:48","2015-03-18 17:37:15",8b12d93b3e170aa54399daf58bac6623f9710f13,3,Indonesia,5,7,2,2,CodeIgniter,,1,,,,,,,,FuelPHP,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38345,"2015-03-18 17:31:58","2015-03-18 17:34:56",55feb0dd5e49b2d302ca1525c3ef9717fdea76f8,4,"United States",14,17,5,4,"Company Internal Framework",,1,,,,,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38358,"2015-03-18 17:37:02","2015-03-18 17:40:07",24f1ae7fd8849443bf35880bb6ac87f3ade1f606,2,"United States",4,10,3,1,"We use a CMS for everything",,,1,,,,,,,"I use a CMS for all my work",,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38375,"2015-03-18 17:55:28","2015-03-18 18:00:31",4f559f9f3d8a92d81fd0b23ec5e2238d39cc55d5,2,Indonesia,2,4,4,2,"Yii 2",,1,1,1,,1,,,,"Yii 2",,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38378,"2015-03-18 17:58:53","2015-03-18 18:01:59",00c9f0c51802f66e21db584a8733c2a3de2d0e2c,3,Italy,5,20,5,5,CodeIgniter,,1,,,,,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38384,"2015-03-18 18:04:31","2015-03-18 18:06:37",cb65cbc7f68ccf1f7b5c8e2b725f1872d99d05df,2,Indonesia,2,1,4,2,CodeIgniter,,,,,1,,,,,CodeIgniter,,,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38388,"2015-03-18 18:05:17","2015-03-18 18:08:48",79b7c186920ec6be702b9e6023ba4bba5719b8ef,3,France,10,10,6,3,CodeIgniter,,1,1,,1,,,,,CodeIgniter,,1,1,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38392,"2015-03-18 18:07:34","2015-03-18 18:13:16",4162489630dbf162671e49f683eead29240924f2,3,Belarus,11,15,4,8,Laravel,,1,1,,,1,,,,Laravel,,,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38411,"2015-03-18 18:25:00","2015-03-18 18:33:40",f072f7918a423aef40b34ffad008780c1df7d096,2,Slovakia,5,5,1,1,Nette,,1,1,,,,,,,Nette,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38425,"2015-03-18 18:38:20","2015-03-18 18:45:56",0327e7ff3788ced607c6969cd05e886600ddad63,3,India,3,5,5,2,CakePHP,,1,,,1,1,,,,CakePHP,,1,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38441,"2015-03-18 18:51:33","2015-03-18 18:57:43",993a89226f7bfff28e5e1d449632b6c88a2523d3,2,"United States",7,10,1,1,CodeIgniter,,1,1,1,1,,,,,CodeIgniter,,1,1,1,1,,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,,,,1,,,,,,,,
38503,"2015-03-18 20:02:28","2015-03-18 20:02:14",873021608b7301372a7f5b6aa8d503538139d5ca,2,Ukraine,5,1,2,1,PHPixie,,1,,,,,,,,PHPixie,,"Battle tested and bug free",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38504,"2015-03-18 20:02:18","2015-03-18 20:02:35",c12ba9f84fc27e20686d4e59a4e959023f8d8b2f,2,Poland,2,2,2,2,PHPixie,,"Battle tested and bug free",,,,,,,,PHPixie,,"Large, helpful community",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38523,"2015-03-18 20:16:20","2015-03-18 20:18:56",04287a75d06501bafe0ba3df8afcfa5af0fdffbe,2,"Czech Republic",8,10,4,2,Nette,,1,,1,,,,,,Nette,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38532,"2015-03-18 20:39:14","2015-03-18 20:42:04",ff884f0d66c0f49a6639470a4d15ac3e0aa7731f,3,"Russian Federation",7,12,5,5,Silex,,1,1,1,1,,,,,"Zend Framework 2",,,,,1,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38533,"2015-03-18 20:40:20","2015-03-18 20:49:41",776bf89abaa9ae1dc6c9c65f53edf17505b028d2,3,Brazil,4,4,5,2,"No Framework",,,,,,,1,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38534,"2015-03-18 20:41:14","2015-03-18 20:43:48",9601ddff432d977114d20fcac179484d3c9e3dfd,2,"Czech Republic",3,5,5,3,Nette,,1,,,1,1,,,,Nette,,1,,1,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38559,"2015-03-18 21:24:36","2015-03-18 21:26:59",f12b2f4034e2fb99db83deb8702a78167bdd78f0,3,"United States",8,10,4,4,Silex,,,,,,,,1,,Silex,,,,,,,1,"I look for a framework that doesn't inform the domain.",No,,,,,,,,,,,,,,,,,,,,,,,
38574,"2015-03-18 21:50:50","2015-03-18 21:54:13",ce2654e8ed1a636db79a2ddcfc043f874f262c1a,2,Brazil,3,6,6,2,CakePHP,,1,,,,1,,,,CakePHP,,,,1,1,,,,"Yes, I help with documentation (official docs only)",,,,,,,,,,,,1,,,,,,,,,,,
38612,"2015-03-18 23:09:12","2015-03-18 23:12:27",8b1b3f289f297ba03d6aee56b7eff7dfcdbbb236,2,Hungary,11,11,5,3,CodeIgniter,,1,1,1,1,1,,,,CodeIgniter,,1,1,1,1,1,,,"Yes, I help with code (including tests)",,,,,,,,,,,,,,,1,,,,,,,,
38617,"2015-03-18 23:23:15","2015-03-18 23:27:20",0a33a077fce27a172f7a069d62512cc5a6f05c49,3,Slovenia,13,16,5,5,Laravel,,1,1,,,1,,,,Laravel,,1,1,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38623,"2015-03-18 23:29:32","2015-03-18 23:35:08",541239d1a4b5b40948b3cea28590576c254317b1,3,"United States",16,20,4,3,"Zend Framework 2",,1,1,,1,,,1,"I've had prior experience with the frameworks that I bring to work. I find ZF2 to be very well thought out, and incredibly flexible. But it is up to the developer to understand how to use it. Same as with PHP in general. With great flexibility comes great responsibility.","Zend Framework 2",,1,,1,1,,1,"With Zend behind it, I started on ZF1 in 2006. I eventually moved to ZF2. Seemed natural.",No,,,,,,,,,,,,,,,,,,,,,,,
38630,"2015-03-18 23:36:11","2015-03-18 23:40:21",f192f6c37a27bac7d0d45e6240ab5020d151a45d,2,"Czech Republic",10,5,2,2,Nette,,1,1,,,1,,,,Nette,,1,1,,1,,,,"Yes, I help with both code and documentation",,,,,,,,,,,,,,,,,,,,,1,,
38639,"2015-03-18 23:52:27","2015-03-18 23:54:30",16050ac83aafcf6bd5a3a6c4042c30c591028a4e,4,Romania,15,20,6,3,Symfony2,,,,,1,,,,,Symfony2,,,1,,1,1,,,"Yes, I help with both code and documentation",,,,,,1,,,,,,,,,,,,,,,,,
38655,"2015-03-19 00:38:38","2015-03-19 00:44:48",ea0110ac6103d955cf728e739be3e4fd4ffb5dee,5,"United States",5,30,2,3,"No Framework",,,,,,,1,,,FuelPHP,,1,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38660,"2015-03-19 00:48:22","2015-03-19 00:50:30",03fec8bffb3086aa39e9ec28a8d718920be401b8,2,"Czech Republic",4,8,1,2,Nette,,,1,,,,,,,Nette,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38671,"2015-03-19 01:08:18","2015-03-19 01:15:15",f8a35c2ac8ee32cade2c4640a363fdfd0296e35b,2,Indonesia,3,4,5,3,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38681,"2015-03-19 01:28:20","2015-03-19 01:30:53",d005f7fba8987e98a96a620b142232bdefc576cb,2,Germany,7,10,4,4,Laravel,,1,1,1,,1,,,,Laravel,,1,1,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38706,"2015-03-19 02:04:30","2015-03-19 02:07:56",53abfbcbbdb84cf6a1573474729ebb6ffbe72201,2,Indonesia,2,2,1,2,CodeIgniter,,1,,,,,1,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38714,"2015-03-19 02:19:28","2015-03-19 02:22:46",a2cbc9093371076eaf415d6a22fd8a3cd9c7d893,2,"Czech Republic",8,12,4,2,Nette,,1,1,,,,1,,,Nette,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38729,"2015-03-19 02:36:36","2015-03-19 02:39:50",ecd7f934bc825badb67f9f88b46460cec2dc287e,2,Norway,5,9,1,4,"Simple MVC Framework",,1,,1,,,,,,"Simple MVC Framework",,1,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38744,"2015-03-19 02:46:33","2015-03-19 02:49:18",0c2443e2dd5eb047b162e9a29c106cde5e42a267,3,Vietnam,9,13,5,5,CodeIgniter,,1,1,,,,,,,"Yii 2",,1,,1,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,
38746,"2015-03-19 02:51:52","2015-03-19 03:04:06",bf375a96a52eae5e2fd6cd6cde7be9690cfa0d70,3,Thailand,6,6,5,2,CodeIgniter,,1,1,,,,,,,CodeIgniter,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38765,"2015-03-19 03:07:46","2015-03-19 03:11:57",6a9368cf4e8627186f6b59ab0844e12842113c06,2,Indonesia,2,2,3,3,CodeIgniter,,1,,,,,,,,CodeIgniter,,1,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38770,"2015-03-19 03:14:33","2015-03-19 03:23:10",8a37fc71473da0e6d20585d8d227dd8da9f04c2c,3,Thailand,5,10,5,1,CodeIgniter,,1,,,,1,,,,Phalcon,,,,,,,1,fast,"Yes, I help with both code and documentation",1,,,,,,1,,1,,,,,,,,,1,1,,,,
38804,"2015-03-19 04:03:16","2015-03-19 04:06:07",baa851fa01b433adab5fa97a5d8919044023de0c,4,"United States",2,12,4,2,CakePHP,,,,,1,,,,,"No Framework",,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
38805,"2015-03-19 04:04:21","2015-03-19 04:07:45",8ec5a42aba41d1b56036cab90b988ff9b3e6e230,3,Indonesia,8,8,1,1,"Yii 2",,1,1,1,,,1,,,"Yii 2",,1,1,1,1,,,,"Yes, I help with code (including tests)",,,1,,,,,,,,,,,,,,,,,,,,
